-DOCSTART- -X- -X- -X-
the O O O
art. O O O
But O O O
it O O O
had O O O
already O O O
come O O O
to O O O
seem O O O
counterproductive, O O O
disrespectful O O O
and O O O
unprofessional O O O
long O O O
before O O O
his O O O
death. O O O
In O O O
retrospect, O O O
the O O O
internal O O O
forces O O O
that O O O
he O O O
gave O O O
vent O O O
to O O O
when O O O
he O O O
screamed O O O
at O O O
his O O O
cooks O O O
must O O O
have O O O
also O O O
tormented O O O
Mr. O O O
Robuchon. O O O
For O O O
most O O O
of O O O
his O O O
career O O O
he O O O
was O O O
restless, O O O
unsatisfied. O O O
At O O O
51, O O O
he O O O
tried O O O
to O O O
retire; O O O
of O O O
course, O O O
it O O O
didn't O O O
last. O O O
In O O O
2003 O O O
he O O O
returned, O O O
and O O O
this O O O
time O O O
he O O O
seemed O O O
determined O O O
not O O O
to O O O
give O O O
the O O O
Michelin O O O
inspectors O O O
what O O O
they O O O
wanted. O O O
L'Atelier O B-EST B-EST
de O I-EST I-EST
Joël O I-EST I-EST
Robuchon O I-EST I-EST
, O O O
his O O O
comeback, O O O
was O O O
staged O O O
in O O O
a O O O
former O O O
sushi O B-TYPE B-TYPE
bar O I-TYPE I-TYPE
in O O O
Paris. O B-LOC B-LOC
He O O O
retained O O O
the O O O
basic O O O
setup. O O O
Diners O O O
sat O O O
at O O O
a O O O
counter, O O O
and O O O
rather O O O
than O O O
nigiri O B-FOOD B-FOOD
and O O O
maki, O O O
they O O O
ate O O O
his O O O
spoonable O O O
pommes O O O
purées O O O
and O O O
langoustines O O O
fried O O O
inside O O O
a O O O
single O O O
leaf O O O
of O O O
paper-thin O O O
pastry. O O O
There O O O
were O O O
no O O O
tablecloths, O O O
no O O O
chandeliers, O O O
no O O O
elaborately O O O
carved O O O
and O O O
upholstered O O O
chairs O O O
that O O O
might O O O
have O O O
come O O O
from O O O
a O O O
garage O O O
sale O O O
at O O O
Versailles. O O O
Food O O O
was O O O
cooked O O O
behind O O O
the O O O
counter O O O
by O O O
chefs O O O
dressed O O O
in O O O
the O O O
same O O O
black O O O
tunics O O O
the O O O
servers O O O
wore. O O O
Sometimes O O O
the O O O
chefs O O O
even O O O
placed O O O
the O O O
dish O O O
in O O O
front O O O
of O O O
the O O O
diner. O O O
The O O O
French O O O
daily O O O
Le O O O
Figaro O O O
summed O O O
up O O O
the O O O
general O O O
reaction O O O
when O O O
it O O O
proclaimed, O O O
"C'est O O O
une O O O
revolution!" O O O
If O O O
you O O O
think O O O
the O O O
Figaro O O O
was O O O
overreacting, O O O
it's O O O
because O O O
the O O O
revolution O O O
succeeded. O O O
Today, O O O
expensive O O O
dining O O O
is O O O
more O O O
likely O O O
to O O O
mean O O O
stools O O O
and O O O
a O O O
counter O O O
than O O O
dining O O O
tables O O O
on O O O
a O O O
sea O O O
of O O O
carpeting. O O O
The O O O
trappings O O O
that O O O
Mr. O O O
Robuchon O O O
stripped O O O
away O O O
-- O O O
the O O O
linens, O O O
the O O O
large O O O
dining O O O
rooms, O O O
the O O O
kitchens O O O
kept O O O
out O O O
of O O O
sight O O O
-- O O O
were O O O
not O O O
just O O O
costly O O O
to O O O
maintain O O O
but, O O O
by O O O
that O O O
point, O O O
increasingly O O O
off-putting, O O O
especially O O O
to O O O
younger O O O
diners. O O O
Today O O O
we O O O
don't O O O
expect O O O
-- O O O
or O O O
even O O O
want O O O
-- O O O
carpeted, O O O
hushed O O O
spaces O O O
when O O O
we O O O
go O O O
out O O O
for O O O
meticulously O O O
prepared O O O
food. O O O
Mr. O O O
Robuchon O O O
was O O O
not O O O
the O O O
only O O O
chef O O O
of O O O
that O O O
era O O O
hoping O O O
to O O O
add O O O
to O O O
the O O O
restaurant O O O
experience O O O
by O O O
means O O O
of O O O
subtraction. O O O
In O O O
the O O O
same O O O
year, O O O
Paul O O O
Kahan O O O
and O O O
Donnie O O O
Madia O O O
opened O O O
Avec O O O
in O O O
Chicago, O O O
a O O O
long O O O
skinny O O O
restaurant O O O
dominated O O O
by O O O
its O O O
counter. O O O
Sitting O O O
on O O O
a O O O
bar O O O
stool O O O
was O O O
synonymous O O O
with O O O
eating O O O
at O O O
the O O O
chef O O O
David O O O
Chang's O O O
Momofuku O O O
restaurants O O O
in O O O
the O O O
first O O O
few O O O
years O O O
of O O O
his O O O
career, O O O
from O O O
Noodle O O O
Bar O O O
in O O O
2004, O O O
to O O O
Ssam O O O
bar O O O
in O O O
2006, O O O
to O O O
Ko O O O
in O O O
2008. O O O
The O O O
project O O O
of O O O
burying O O O
the O O O
old-fashioned O O O
signifiers O O O
of O O O
luxury O O O
and O O O
replacing O O O
them O O O
with O O O
new O O O
ones O O O
has O O O
been, O O O
in O O O
fact, O O O
one O O O
of O O O
the O O O
major O O O
themes O O O
pursued O O O
by O O O
chefs O O O
over O O O
the O O O
past O O O
15 O O O
years. O O O
But O O O
nobody O O O
made O O O
a O O O
splash O O O
doing O O O
it O O O
like O O O
Mr. O O O
Robuchon. O O O
And O O O
in O O O
the O O O
second O O O
stage O O O
of O O O
his O O O
career, O O O
he O O O
planted O O O
Ateliers O O O
around O O O
Asia, O O O
Europe O O O
and O O O
North O O O
America, O O O
accumulating O O O
31 O O O
Michelin O O O
stars O O O
. O O O
No O O O
other O O O
chef O O O
has O O O
as O O O
many. O O O
This O O O
time, O O O
he O O O
had O O O
set O O O
the O O O
formula. O O O
Follow O O O
NYT O O O
Food O O O
on O O O
Twitter O O O
and O O O
NYT O O O
Cooking O O O
on O O O
Instagram O O O
, O O O
Facebook O O O
and O O O
Pinterest O O O
. O O O
Get O O O
regular O O O
updates O O O
from O O O
NYT O O O
Cooking, O O O
with O O O
recipe O O O
suggestions, O O O
cooking O O O
tips O O O
and O O O
shopping O O O
advice O O O
. O O O
   
   
-DOCSTART- -X- -X- -X-
   
Flynn O O O
McGarry O O O
arrived O O O
in O O O
New O B-LOC B-LOC
York O I-LOC I-LOC
three O O I-LOC
years O O O
ago O O O
as O O O
the O O O
chef O O O
of O O O
a O O O
pop-up O B-TYPE O
restaurant, O I-TYPE O
Eureka. O B-EST B-EST
He O O O
was O O O
16 O O O
at O O O
the O O O
time, O O O
but O O O
he'd O O O
been O O O
charging O O O
money O O O
for O O O
tasting O O O
menus O O O
since O O O
he O O O
was O O O
13, O O O
running O O O
an O O O
early O O O
version O O O
of O O O
Eureka O B-EST B-EST
in O O O
his O O O
mother's O O O
house O O O
in O O O
the O O O
San O B-LOC B-LOC
Fernando O I-LOC I-LOC
Valley O I-LOC I-LOC
in O O O
California. O B-LOC B-LOC
Earlier O O O
this O O O
year O O O
he O O O
opened O O O
a O O O
restaurant O O O
on O O O
the O O O
Lower O B-LOC B-LOC
East O I-LOC I-LOC
Side O I-LOC I-LOC
that O O O
is O O O
meant O O O
to O O O
be O O O
permanent, O O O
or O O O
as O O O
permanent O O O
as O O O
any O O O
business O O O
venture O O O
in O O O
Manhattan O B-LOC B-LOC
can O O O
be. O O O
This O O O
one O O O
is O O O
called O O O
Gem, O B-EST B-EST
which O O O
if O O O
nothing O O O
else O O O
proves O O O
he's O O O
better O O O
at O O O
choosing O O O
names O O O
now O O O
that O O O
he's O O O
19. O O O
I O O O
haven't O O O
yet O O O
seen O O O
the O O O
new O O O
documentary O O O
about O O O
him, O O O
"Chef O O O
Flynn," O O O
but O O O
over O O O
the O O O
past O O O
six O O O
years O O O
my O O O
media O O O
diet O O O
has O O O
not O O O
been O O O
lacking O O O
in O O O
news O O O
about O O O
Mr. O O O
McGarry's O O O
productive O O O
adolescent O O O
years. O O O
I O O O
first O O O
learned O O O
about O O O
him O O O
from O O O
a O O O
brief O O O
New O O O
Yorker O O O
piece O O O
written O O O
when O O O
he O O O
was O O O
13, O O O
by O O O
which O O O
time O O O
he O O O
had O O O
made O O O
many O O O
of O O O
the O O O
recipes O O O
in O O O
"The O O O
French O O O
Laundry O O O
Cookbook" O O O
and O O O
cooked O O O
for O O O
a O O O
week O O O
at O O O
Eleven O B-EST O
Madison O I-EST O
Park. O I-EST O
He O O O
was O O O
working O O O
several O O O
days O O O
a O O O
week O O O
in O O O
a O O O
Los O B-LOC B-LOC
Angeles O I-LOC I-LOC
restaurant O O O
and O O O
had O O O
apprenticed O O O
at O O O
Next O B-EST B-EST
and O O O
Alinea O B-EST B-EST
by O O O
15, O O O
when O O O
he O O O
was O O O
the O O O
subject O O O
of O O O
a O O O
Times O O O
Magazine O O O
article O O O
. O O O
When O O O
he O O O
moved O O O
himself O O O
and O O O
his O O O
pop-up O B-TYPE O
to O O O
New O B-LOC B-LOC
York O I-LOC I-LOC
at O O O
16, O O O
I O O O
read O O O
that O O O
his O O O
cooking O O O
was O O O
influenced O O O
by O O O
his O O O
time O O O
in O O O
the O O O
kitchens O O O
of O O O
Maaemo O B-EST B-EST
in O O O
Norway O B-LOC B-LOC
and O O O
Geranium O B-EST B-EST
in O O O
Denmark. O B-LOC B-LOC
Still, O O O
as O O O
I O O O
walked O O O
into O O O
Gem O B-EST B-EST
the O O O
first O O O
time O O O
I O O O
was O O O
wondering, O O O
at O O O
some O O O
level, O O O
whether O O O
everyone O O O
had O O O
been O O O
too O O O
polite O O O
to O O O
tell O O O
him O O O
that O O O
his O O O
brownies O B-FOOD B-FOOD
needed O O O
more O O O
time O O O
in O O O
the O O O
oven. O O O
Of O O O
course, O O O
it O O O
would O O O
be O O O
nice O O O
to O O O
have O O O
the O O O
answer O O O
to O O O
that O O O
before O O O
you O O O
buy O O O
advance O O O
tickets O O O
for O O O
the O O O
eight- O O O
to O O O
12-course O O O
meal O O O
at O O O
$155 O O O
a O O O
person, O O O
the O O O
only O O O
way O O O
to O O O
reserve O O O
a O O O
seat. O O O
But O O O
it O O O
doesn't O O O
take O O O
more O O O
than O O O
a O O O
few O O O
minutes O O O
at O O O
Gem O B-EST B-EST
to O O O
see O O O
that O O O
the O O O
adults O O O
weren't O O O
just O O O
humoring O O O
Mr. O O O
McGarry. O O O
His O O O
cooking O O O
is O O O
nuanced, O O O
his O O O
plating O O O
is O O O
often O O O
lyrical O O O
and O O O
the O O O
flavors, O O O
at O O O
least O O O
this O O O
spring O O O
and O O O
summer, O O O
have O O O
been O O O
delicate, O O O
subtle O O O
and O O O
very O O O
fresh. O O O
The O O O
vegetables O B-FOOD O
and O O O
fruits O B-FOOD O
he O O O
uses O O O
in O O O
profusion O O O
look O O O
and O O O
taste O O O
as O O O
if O O O
they O O O
had O O O
dropped O O O
off O O O
the O O O
vine O O O
right O O O
on O O O
to O O O
the O O O
hand-spun, O O O
earth-toned O O O
ceramic O O O
dishes. O O O
My O O O
favorite O O O
Gem O B-EST B-EST
dish O O O
so O O O
far, O O O
delicate O O O
and O O O
self-assured, O O O
was O O O
a O O O
morsel O O O
or O O O
two O O O
of O O O
grilled O B-DISH B-DISH
king O I-DISH I-DISH
crab O I-DISH I-DISH
legs O I-DISH I-DISH
lightly O O O
glazed O O O
with O O O
rose O B-FOOD B-FOOD
petal O I-FOOD I-FOOD
miso O I-FOOD I-FOOD
and O O O
set O O O
beside O O O
soft O O O
chamomile-scented O B-FOOD B-FOOD
potatoes O I-FOOD I-FOOD
for O O O
ballast, O O O
red O O B-FOOD
currants O B-FOOD I-FOOD
for O O O
zing O O O
and O O O
some O O O
fluttering O O O
rose O B-FOOD O
petals O I-FOOD O
on O O O
top O O O
for O O O
the O O O
heck O O O
of O O O
it. O O O
A O O O
close O O O
rival O O O
was O O O
the O O O
chilled O O O
bowl O O O
of O O O
barely O O O
vinegared O B-DISH O
mackerel O I-DISH B-FOOD
interwoven O O O
with O O O
grilled O B-FOOD B-FOOD
cucumbers, O I-FOOD I-FOOD
sliced O O O
plums O B-FOOD B-FOOD
and O O O
salty O O O
red O O O
dabs O O O
of O O O
mashed O O B-FOOD
fermented O B-FOOD I-FOOD
plums. O I-FOOD I-FOOD
The O O O
harmonies O O O
were O O O
right O O O
on O O O
key, O O O
with O O O
a O O O
Japanese O B-CUISINE O
mood O O O
that O O O
didn't O O O
cross O O O
the O O O
line O O O
into O O O
outright O O O
imitation. O O O
White O B-FOOD B-FOOD
asparagus, O I-FOOD I-FOOD
an O O O
ingredient O O O
that O O O
seems O O O
to O O O
flummox O O O
some O O O
American O B-CUISINE O
kitchens, O O O
was O O O
subjected O O O
to O O O
a O O O
wonderful O O O
treatment, O O O
patiently O O O
browned O O O
and O O O
basted O O O
in O O O
butter, O B-FOOD O
then O O O
finished O O O
with O O O
a O O O
reduced O B-FOOD O
chicken O I-FOOD B-FOOD
jus O I-FOOD I-FOOD
that O O O
had O O O
a O O O
glimmer O O O
of O O O
vadouvan O B-FOOD B-FOOD
in O O O
it O O O
somewhere. O O O
Strewing O O O
the O O O
plate O O O
with O O O
tender, O O O
pale-green O O O
pine O B-FOOD O
needles O I-FOOD O
seemed O O O
like O O O
an O O O
affectation O O O
at O O O
first, O O O
but O O O
their O O O
flavor O O O
lifted O O O
and O O O
brightened O O O
the O O O
whole O O O
package. O O O
Mr. O O O
McGarry O O O
does O O O
fine O O O
work O O O
with O O O
deeper O O O
flavors, O O O
too. O O O
Each O O O
menu O O O
crescendos O O O
in O O O
a O O O
complicated, O O O
multicomponent O O O
spread, O O O
and O O O
the O O O
best O O O
of O O O
these O O O
featured O O O
lamb: O B-FOOD B-FOOD
barbecue O B-DISH B-DISH
ribs O I-DISH I-DISH
rubbed O O I-DISH
with O O I-DISH
cracked O O I-DISH
coriander O B-FOOD I-DISH
seeds O I-FOOD I-DISH
and O O I-DISH
XO O B-FOOD I-DISH
sauce, O I-FOOD I-DISH
plus O O O
a O O O
skewered O B-DISH B-DISH
grilled O I-DISH I-DISH
lamb O I-DISH I-DISH
kebab O I-DISH I-DISH
and O O O
a O O O
tomato O B-DISH O
salad. O I-DISH O
Another O O O
night O O O
built O O O
up O O O
to O O O
an O O O
exhibition O O O
of O O O
squab. O B-FOOD B-FOOD
A O O O
leg, O B-FOOD O
perfectly O O O
cooked O O O
and O O O
sweetened O O O
by O O O
a O O O
maple O B-FOOD B-FOOD
jus, O I-FOOD I-FOOD
was O O O
very O O O
good, O O O
but O O O
the O O O
high O O O
point O O O
was O O O
a O O O
very O O O
thin O O O
and O O O
hearty O O O
rye O B-FOOD B-FOOD
cracker O I-FOOD I-FOOD
spread O O O
with O O O
squab O B-FOOD B-FOOD
liver, O I-FOOD I-FOOD
cherries O B-FOOD B-FOOD
and O O O
pickled O B-FOOD B-FOOD
ramps; O I-FOOD I-FOOD
the O O O
fruit's O B-FOOD O
bright O O O
notes O O O
were O O O
played O O O
off O O O
against O O O
earthier O O O
ones O O O
so O O O
skillfully O O O
they O O O
almost O O O
shimmered. O O O
Back O O O
in O O O
the O O O
family O O O
home, O O O
and O O O
at O O O
the O O O
Eureka O B-EST B-EST
pop-up, O B-TYPE O
Mr. O O O
McGarry O O O
used O O O
to O O O
make O O O
everything O O O
himself. O O O
Now O O O
he O O O
works O O O
alongside O O O
two O O O
cooks, O O O
bringing O O O
the O O O
kitchen O O O
team O O O
at O O O
Gem O B-EST B-EST
to O O O
the O O O
same O O O
size O O O
as O O O
that O O O
of O O O
my O O O
neighborhood O O O
slice O B-TYPE B-TYPE
joint. O I-TYPE I-TYPE
Some O O O
small O O O
defeats O O O
could O O O
be O O O
attributed O O O
to O O O
Mr. O O O
McGarry's O O O
lack O O O
of O O O
experience O O O
with O O O
weather O O O
patterns O O O
in O O O
the O O O
Northeast. O B-LOC B-LOC
A O O O
warm O O O
beet, O B-FOOD B-FOOD
languorously O O O
braised O O O
in O O O
smoked O B-FOOD B-FOOD
beet O I-FOOD I-FOOD
juice O I-FOOD I-FOOD
until O O I-FOOD
it O O O
is O O O
soft O O O
and O O O
sticky O O O
like O O O
salt O B-FOOD B-FOOD
water O I-FOOD I-FOOD
taffy O I-FOOD I-FOOD
and O O O
then O O O
basted O O O
with O O O
a O O O
beet-based O B-FOOD B-FOOD
bordelaise O I-FOOD I-FOOD
sauce, O I-FOOD I-FOOD
was O O O
impressive O O O
in O O O
June. O O O
In O O O
July's O O O
heat O O O
wave O O O
it O O O
was O O O
as O O O
welcome O O O
as O O O
a O O O
space O O O
heater. O O O
And O O O
maybe O O O
he O O O
wouldn't O O O
have O O O
served O O O
starchy O O B-DISH
grilled O B-FOOD I-DISH
peas O I-FOOD I-DISH
if O O O
he'd O O O
known O O O
how O O O
quickly O O O
the O O O
summer O O O
sun O O O
can O O O
make O O O
them O O O
tough. O O O
By O O O
the O O O
way, O O O
Mr. O O O
McGarry O O O
doesn't O O O
make O O O
brownies, O B-FOOD B-FOOD
at O O O
least O O O
not O O O
at O O O
Gem. O B-EST B-EST
Dessert O O O
after O O O
each O O O
of O O O
my O O O
three O O O
meals O O O
was O O O
more O O O
or O O O
less O O O
the O O O
same O O O
thing: O O O
bowls O O O
of O O O
ripe O O B-FOOD
berries, O B-FOOD I-FOOD
served O O O
one O O O
night O O O
with O O O
whipped O B-FOOD B-FOOD
cream O I-FOOD I-FOOD
infused O O I-FOOD
with O O O
chamomile O B-FOOD B-FOOD
and O O I-FOOD
rose O B-FOOD B-FOOD
hips O I-FOOD I-FOOD
and O O O
another O O O
time O O O
with O O O
bay O B-FOOD B-DISH
leaf O I-FOOD I-DISH
and O O I-DISH
bee-pollen O B-FOOD I-DISH
ice O I-FOOD I-DISH
creams. O I-FOOD I-DISH
You O O O
couldn't O O O
ask O O O
for O O O
a O O O
more O O O
refreshing O O O
course O O O
on O O O
a O O O
hot O O O
summer O O O
night, O O O
but O O O
at O O O
the O O O
same O O O
time O O O
it's O O O
clear O O O
that O O O
he O O O
has O O O
room O O O
to O O O
grow O O O
as O O O
a O O O
pastry O O O
chef. O O O
Dessert O O O
is O O O
served O O O
on O O O
low O O O
coffee O O O
tables O O O
in O O O
a O O O
loungey O O O
space O O O
called O O O
the O O O
Living O B-EST O
Room, O I-EST O
which O O O
by O O O
day O O O
doubles O O O
as O O O
a O O O
cafe O B-TYPE O
selling O O O
pastries O B-FOOD O
and O O O
sandwiches O B-FOOD O
on O O O
housemade O O O
bread. O B-FOOD O
Rousting O O O
diners O O O
from O O O
their O O O
tables O O O
in O O O
the O O O
dining O O O
room O O O
(called, O O O
aptly O O O
enough, O O O
the O O O
Dining O B-EST O
Room), O I-EST O
probably O O O
seemed O O O
like O O O
a O O O
good O O O
idea O O O
on O O O
paper, O O O
but O O O
in O O O
reality O O O
it's O O O
a O O O
bit O O O
silly. O O O
It's O O O
one O O O
of O O O
several O O O
hiccups O O O
that O O O
keep O O O
a O O O
meal O O O
at O O O
Gem O B-EST B-EST
from O O O
gliding O O O
smoothly O O O
along. O O O
Servers O O O
may O O O
shoot O O O
their O O O
cuffs O O O
before O O O
fiddling O O O
with O O O
some O O O
small O O O
detail O O O
of O O O
the O O O
table O O O
setting, O O O
a O O O
fussiness O O O
that O O O
is O O O
not O O O
in O O O
keeping O O O
with O O O
the O O O
graceful, O O O
relaxed O O O
tone O O O
of O O O
the O O O
cooking. O O O
Wine O O O
glasses O O O
could O O O
sit O O O
empty O O O
for O O O
long O O O
stretches O O O
and O O O
the O O O
wines O B-FOOD O
themselves, O O O
both O O O
whites O B-FOOD O
and O O O
reds, O B-FOOD O
were O O O
almost O O O
always O O O
too O O O
warm. O O O
That O O O
Mr. O O O
Flynn O O O
is O O O
more O O O
polished O O O
as O O O
a O O O
chef O O O
than O O O
a O O O
restaurateur O O O
is O O O
understandable. O O O
He O O O
may O O O
need O O O
a O O O
more O O O
experienced O O O
partner O O O
to O O O
straighten O O O
out O O O
the O O O
dining O O O
room, O O O
and O O O
to O O O
help O O O
him O O O
edit O O O
the O O O
menus, O O O
too. O O O
With O O O
each O O O
meal, O O O
I O O O
had O O O
the O O O
sense O O O
there O O O
were O O O
at O O O
least O O O
two O O O
superfluous O O O
courses, O O O
and O O O
occasionally O O O
Mr. O O O
McGarry O O O
seems O O O
to O O O
be O O O
straining O O O
as O O O
he O O O
reaches O O O
for O O O
the O O O
sort O O O
of O O O
razzle-dazzle O O O
you'd O O O
get O O O
at O O O
Alinea O B-EST B-EST
or O O O
Eleven O B-EST B-EST
Madison O I-EST I-EST
Park. O I-EST I-EST
An O O O
elaborate O O O
lobster O B-FOOD B-DISH
course O O I-DISH
one O O O
night O O O
looked O O O
amazing, O O O
but O O O
wasn't. O O O
An O O O
attempt O O O
at O O O
eggplant O B-DISH B-DISH
carnitas, O I-DISH I-DISH
with O O O
an O O O
underseasoned O O O
salsa O B-FOOD B-DISH
of O O I-DISH
green O B-FOOD I-DISH
strawberries O I-FOOD I-DISH
and O O O
a O O O
charred, O O O
papery O O O
tortilla, O B-FOOD B-FOOD
was O O O
enough O O O
to O O O
make O O O
you O O O
wish O O O
Mr. O O O
McGarry O O O
had O O O
eaten O O O
more O O O
tacos O B-FOOD B-FOOD
before O O O
he O O O
left O O O
California. O O B-LOC
At O O O
times O O O
Mr. O O O
McGarry O O O
seems O O O
like O O O
a O O O
creative-writing O O O
student O O O
who O O O
fills O O O
his O O O
pages O O O
with O O O
footnotes O O O
because O O O
David O O O
Foster O O O
Wallace O O O
did O O O
it. O O O
It's O O O
too O O O
bad O O O
that O O O
he O O O
came O O O
of O O O
age O O O
in O O O
an O O O
era O O O
when O O O
many O O O
people O O O
believe O O O
that O O O
tasting O O O
menus O O O
are O O O
the O O O
highest O O O
form O O O
of O O O
kitchen O O O
artistry. O O O
Like O O O
the O O O
style O O O
of O O O
"Infinite O O O
Jest," O O O
those O O O
menus O O O
have O O O
to O O O
be O O O
the O O O
result O O O
of O O O
ideas O O O
that O O O
can't O O O
be O O O
contained O O O
any O O O
other O O O
way; O O O
they're O O O
not O O O
a O O O
blank O O O
space O O O
to O O O
be O O O
filled O O O
in. O O O
Mr. O O O
McGarry O O O
obviously O O O
learned O O O
a O O O
lot O O O
from O O O
his O O O
mentors, O O O
but O O O
he O O O
can O O O
cook O O O
in O O O
his O O O
own O O O
voice O O O
now, O O O
and O O O
it O O O
may O O O
be O O O
time O O O
to O O O
leave O O O
his O O O
idols O O O
behind. O O O
Follow O O O
NYT O O O
Food O O O
on O O O
Twitter O O O
and O O O
NYT O O O
Cooking O O O
on O O O
Instagram O O O
, O O O
Facebook O O O
and O O O
Pinterest O O O
. O O O
Get O O O
regular O O O
updates O O O
from O O O
NYT O O O
Cooking, O O O
with O O O
recipe O O O
suggestions, O O O
cooking O O O
tips O O O
and O O O
shopping O O O
advice O O O
. O O O
   
   
